name,lat,lon
<<<<<<< HEAD
#1. Greek Islands Restaurant (Greek),39.074208,21.824312
#2. Tortas Frontera (Mexican),19.4968732,-99.72326729999999
#3. Del Seoul (Korean),35.907757,127.766922
=======
#1. The Purple Pig (Tapas/Small Plates),40.46366700000001,-3.74922
#2. Bar Takito (Latin American),-14.235004,-51.92528
#3. El Cubanito (Cuban),21.521757,-77.781167
>>>>>>> b0dfad453f567cc4e792e00f9fb200488f3760c5
